130087.50,462987.50,1
130962.50,462987.50,1
136312.50,462987.50,1
136362.50,462987.50,1
140162.50,462987.50,1
140212.50,462987.50,1
140362.50,462987.50,1
140462.50,462987.50,1
140662.50,462987.50,1
142812.50,462987.50,1
126212.50,462962.50,1
130037.50,462962.50,1
130212.50,462962.50,1
131162.50,462962.50,1
131862.50,462962.50,1
136612.50,462962.50,1
140462.50,462962.50,1
140537.50,462962.50,1
140612.50,462962.50,1
140637.50,462962.50,1
140687.50,462962.50,1
140712.50,462962.50,1
140737.50,462962.50,1
140762.50,462962.50,1
140862.50,462962.50,1
140912.50,462962.50,1
142762.50,462962.50,1
142887.50,462962.50,1
126212.50,462937.50,1
127762.50,462937.50,1
129862.50,462937.50,1
129887.50,462937.50,1
130012.50,462937.50,1
130037.50,462937.50,1
136512.50,462937.50,1
140212.50,462937.50,1
140262.50,462937.50,1
140287.50,462937.50,1
140362.50,462937.50,1
140612.50,462937.50,1
140687.50,462937.50,1
140787.50,462937.50,1
140812.50,462937.50,1
142537.50,462937.50,1
142562.50,462937.50,1
142587.50,462937.50,1
142712.50,462937.50,1
142737.50,462937.50,1
142762.50,462937.50,1
126212.50,462912.50,1
129212.50,462912.50,1
129862.50,462912.50,1
129887.50,462912.50,1
136487.50,462912.50,1
136637.50,462912.50,1
136662.50,462912.50,1
140137.50,462912.50,1
140262.50,462912.50,1
140387.50,462912.50,1
140462.50,462912.50,1
140487.50,462912.50,1
140537.50,462912.50,1
140662.50,462912.50,1
140687.50,462912.50,1
140862.50,462912.50,1
140887.50,462912.50,1
142562.50,462912.50,1
142587.50,462912.50,1
142612.50,462912.50,1
142637.50,462912.50,1
142662.50,462912.50,1
142687.50,462912.50,1
142762.50,462912.50,1
142787.50,462912.50,1
142812.50,462912.50,1
130862.50,462887.50,1
136712.50,462887.50,1
140237.50,462887.50,1
140287.50,462887.50,1
140412.50,462887.50,1
140612.50,462887.50,1
140637.50,462887.50,1
140687.50,462887.50,1
140737.50,462887.50,1
140887.50,462887.50,1
142562.50,462887.50,1
142587.50,462887.50,1
142612.50,462887.50,1
142687.50,462887.50,1
142762.50,462887.50,1
127712.50,462862.50,1
131087.50,462862.50,1
136562.50,462862.50,1
136737.50,462862.50,1
136837.50,462862.50,1
140187.50,462862.50,1
140487.50,462862.50,1
140562.50,462862.50,1
140612.50,462862.50,1
140737.50,462862.50,1
140912.50,462862.50,1
142612.50,462862.50,1
142687.50,462862.50,1
142712.50,462862.50,1
142737.50,462862.50,1
142762.50,462862.50,1
142962.50,462862.50,1
142987.50,462862.50,1
125087.50,462837.50,1
125112.50,462837.50,1
127812.50,462837.50,1
129962.50,462837.50,1
132112.50,462837.50,1
136612.50,462837.50,1
136787.50,462837.50,1
140037.50,462837.50,1
140187.50,462837.50,1
140212.50,462837.50,1
140337.50,462837.50,1
140362.50,462837.50,1
140437.50,462837.50,1
140462.50,462837.50,1
140537.50,462837.50,1
140587.50,462837.50,1
140637.50,462837.50,1
140662.50,462837.50,1
140787.50,462837.50,1
140912.50,462837.50,1
142637.50,462837.50,1
142662.50,462837.50,1
142962.50,462837.50,1
142987.50,462837.50,1
125062.50,462812.50,1
125112.50,462812.50,1
125137.50,462812.50,1
125187.50,462812.50,1
129862.50,462812.50,1
129887.50,462812.50,1
131887.50,462812.50,1
136587.50,462812.50,1
136612.50,462812.50,1
136712.50,462812.50,1
136837.50,462812.50,1
140012.50,462812.50,1
140287.50,462812.50,1
140337.50,462812.50,1
140387.50,462812.50,1
140487.50,462812.50,1
140612.50,462812.50,1
140662.50,462812.50,1
140737.50,462812.50,1
140762.50,462812.50,1
140862.50,462812.50,1
125012.50,462787.50,1
125137.50,462787.50,1
129787.50,462787.50,1
129812.50,462787.50,1
130362.50,462787.50,1
136537.50,462787.50,1
136562.50,462787.50,1
136637.50,462787.50,1
136687.50,462787.50,1
136987.50,462787.50,1
140312.50,462787.50,1
140437.50,462787.50,1
140712.50,462787.50,1
140837.50,462787.50,1
141462.50,462787.50,1
142862.50,462787.50,1
125062.50,462762.50,1
125112.50,462762.50,1
125387.50,462762.50,1
125487.50,462762.50,1
126212.50,462762.50,1
126337.50,462762.50,1
131912.50,462762.50,1
132062.50,462762.50,1
133412.50,462762.50,1
133737.50,462762.50,1
136537.50,462762.50,1
136562.50,462762.50,1
136612.50,462762.50,1
136862.50,462762.50,1
136962.50,462762.50,1
140362.50,462762.50,1
140412.50,462762.50,1
140537.50,462762.50,1
140787.50,462762.50,1
140887.50,462762.50,1
142837.50,462762.50,1
142862.50,462762.50,1
142887.50,462762.50,1
125162.50,462737.50,1
125312.50,462737.50,1
125337.50,462737.50,1
126212.50,462737.50,1
130987.50,462737.50,1
133412.50,462737.50,1
136812.50,462737.50,1
136912.50,462737.50,1
136937.50,462737.50,1
137037.50,462737.50,1
140137.50,462737.50,1
140262.50,462737.50,1
140362.50,462737.50,1
140437.50,462737.50,1
140487.50,462737.50,1
140562.50,462737.50,1
140612.50,462737.50,1
140762.50,462737.50,1
140837.50,462737.50,1
141687.50,462737.50,1
142387.50,462737.50,1
142412.50,462737.50,1
142437.50,462737.50,1
142462.50,462737.50,1
142687.50,462737.50,1
142837.50,462737.50,1
142862.50,462737.50,1
125137.50,462712.50,1
125237.50,462712.50,1
125362.50,462712.50,1
125462.50,462712.50,1
125487.50,462712.50,1
130462.50,462712.50,1
130937.50,462712.50,1
131112.50,462712.50,1
131812.50,462712.50,1
133362.50,462712.50,1
133412.50,462712.50,1
133787.50,462712.50,1
133812.50,462712.50,1
136762.50,462712.50,1
136937.50,462712.50,1
136962.50,462712.50,1
137012.50,462712.50,1
137037.50,462712.50,1
140162.50,462712.50,1
140287.50,462712.50,1
140362.50,462712.50,1
140462.50,462712.50,1
140512.50,462712.50,1
140587.50,462712.50,1
140612.50,462712.50,1
140762.50,462712.50,1
125187.50,462687.50,1
125237.50,462687.50,1
125287.50,462687.50,1
125412.50,462687.50,1
125512.50,462687.50,1
131087.50,462687.50,1
133362.50,462687.50,1
136812.50,462687.50,1
136837.50,462687.50,1
136887.50,462687.50,1
137037.50,462687.50,1
138787.50,462687.50,1
138812.50,462687.50,1
140162.50,462687.50,1
140487.50,462687.50,1
140562.50,462687.50,1
140612.50,462687.50,1
140687.50,462687.50,1
140862.50,462687.50,1
125037.50,462662.50,1
125112.50,462662.50,1
125187.50,462662.50,1
125512.50,462662.50,1
127937.50,462662.50,1
129962.50,462662.50,1
130937.50,462662.50,1
131087.50,462662.50,1
132262.50,462662.50,1
136812.50,462662.50,1
137012.50,462662.50,1
137062.50,462662.50,1
138862.50,462662.50,1
140237.50,462662.50,1
140337.50,462662.50,1
140362.50,462662.50,1
140537.50,462662.50,1
140562.50,462662.50,1
140612.50,462662.50,1
140712.50,462662.50,1
140762.50,462662.50,1
140862.50,462662.50,1
125187.50,462637.50,1
125262.50,462637.50,1
125462.50,462637.50,1
125487.50,462637.50,1
126287.50,462637.50,1
129337.50,462637.50,1
130362.50,462637.50,1
130737.50,462637.50,1
130762.50,462637.50,1
132837.50,462637.50,1
133862.50,462637.50,1
136912.50,462637.50,1
137262.50,462637.50,1
138762.50,462637.50,1
138787.50,462637.50,1
140387.50,462637.50,1
140437.50,462637.50,1
125162.50,462612.50,1
125187.50,462612.50,1
125212.50,462612.50,1
125337.50,462612.50,1
125362.50,462612.50,1
125412.50,462612.50,1
125537.50,462612.50,1
126212.50,462612.50,1
128512.50,462612.50,1
130412.50,462612.50,1
130962.50,462612.50,1
131062.50,462612.50,1
131212.50,462612.50,1
136762.50,462612.50,1
136962.50,462612.50,1
137062.50,462612.50,1
137137.50,462612.50,1
140737.50,462612.50,1
140812.50,462612.50,1
125012.50,462587.50,1
125087.50,462587.50,1
125112.50,462587.50,1
125162.50,462587.50,1
125362.50,462587.50,1
125587.50,462587.50,1
126137.50,462587.50,1
126287.50,462587.50,1
128537.50,462587.50,1
130337.50,462587.50,1
130362.50,462587.50,1
130387.50,462587.50,1
130412.50,462587.50,1
131087.50,462587.50,1
131662.50,462587.50,1
132212.50,462587.50,1
133537.50,462587.50,1
136987.50,462587.50,1
137037.50,462587.50,1
139037.50,462587.50,1
140337.50,462587.50,1
140487.50,462587.50,1
140537.50,462587.50,1
140587.50,462587.50,1
140637.50,462587.50,1
140662.50,462587.50,1
141387.50,462587.50,1
125012.50,462562.50,1
125087.50,462562.50,1
125212.50,462562.50,1
125362.50,462562.50,1
125412.50,462562.50,1
125512.50,462562.50,1
125612.50,462562.50,1
126112.50,462562.50,1
127937.50,462562.50,1
130037.50,462562.50,1
130937.50,462562.50,1
130987.50,462562.50,1
131187.50,462562.50,1
131212.50,462562.50,1
131237.50,462562.50,1
131287.50,462562.50,1
133762.50,462562.50,1
137262.50,462562.50,1
138712.50,462562.50,1
138887.50,462562.50,1
139062.50,462562.50,1
140712.50,462562.50,1
125312.50,462537.50,1
125412.50,462537.50,1
126012.50,462537.50,1
126037.50,462537.50,1
128937.50,462537.50,1
130012.50,462537.50,1
130937.50,462537.50,1
131112.50,462537.50,1
131187.50,462537.50,1
131212.50,462537.50,1
131262.50,462537.50,1
131312.50,462537.50,1
131412.50,462537.50,1
132387.50,462537.50,1
133962.50,462537.50,1
137012.50,462537.50,1
137087.50,462537.50,1
137112.50,462537.50,1
137287.50,462537.50,1
137312.50,462537.50,1
137337.50,462537.50,1
137462.50,462537.50,1
138787.50,462537.50,1
139037.50,462537.50,1
139312.50,462537.50,1
140612.50,462537.50,1
140712.50,462537.50,1
125112.50,462512.50,1
125262.50,462512.50,1
125387.50,462512.50,1
125512.50,462512.50,1
125587.50,462512.50,1
125937.50,462512.50,1
125962.50,462512.50,1
130787.50,462512.50,1
131087.50,462512.50,1
131337.50,462512.50,1
133962.50,462512.50,1
136962.50,462512.50,1
137062.50,462512.50,1
137112.50,462512.50,1
137262.50,462512.50,1
137437.50,462512.50,1
137487.50,462512.50,1
140387.50,462512.50,1
140412.50,462512.50,1
140437.50,462512.50,1
140512.50,462512.50,1
140687.50,462512.50,1
125112.50,462487.50,1
125237.50,462487.50,1
125337.50,462487.50,1
125387.50,462487.50,1
125437.50,462487.50,1
125887.50,462487.50,1
125912.50,462487.50,1
130762.50,462487.50,1
130787.50,462487.50,1
131062.50,462487.50,1
131112.50,462487.50,1
136912.50,462487.50,1
136937.50,462487.50,1
137037.50,462487.50,1
137187.50,462487.50,1
138687.50,462487.50,1
138787.50,462487.50,1
138887.50,462487.50,1
139087.50,462487.50,1
139112.50,462487.50,1
139237.50,462487.50,1
140462.50,462487.50,1
125037.50,462462.50,1
125212.50,462462.50,1
125237.50,462462.50,1
125262.50,462462.50,1
125412.50,462462.50,1
125462.50,462462.50,1
